planner,H,timestep,premature
cem,3,10,1
cem,3,11,1
cem,3,12,1
cem,3,13,1
cem,3,14,1
cem,3,15,1
cem,3,16,1
cem,3,17,1
cem,3,18,1
cem,3,19,1
cem,3,20,1
cem,3,21,1
cem,3,22,1
cem,3,23,1
cem,3,24,1
cem,3,25,1
cem,3,26,1
cem,3,27,1
cem,3,28,1
cem,3,29,1
cem,3,30,1
cem,3,31,1
cem,3,32,1
cem,3,33,1
cem,3,34,1
cem,3,35,1
cem,3,36,1
cem,3,37,1
cem,3,38,1
cem,3,39,1
cem,3,40,1
cem,3,41,1
cem,3,42,1
cem,3,43,1
cem,3,44,1
cem,3,45,1
cem,3,46,1
cem,3,47,1
cem,3,48,1
cem,3,49,1
cem,3,50,1
cem,3,51,1
cem,3,52,1
cem,3,53,1
cem,3,54,1
cem,3,55,1
cem,3,56,1
cem,3,57,1
cem,3,58,1
cem,3,59,1
cem,3,60,1
cem,3,61,1
cem,3,62,1
cem,3,63,1
cem,3,64,1
cem,3,65,1
cem,3,66,1
cem,3,67,1
cem,3,68,1
cem,3,69,1
cem,3,70,1
cem,3,71,1
cem,3,72,1
cem,3,73,1
cem,3,74,1
cem,3,75,1
cem,3,76,1
cem,3,77,1
cem,3,78,1
cem,3,79,1
cem,3,80,1
cem,3,81,1
cem,3,82,1
cem,3,83,1
cem,3,84,1
cem,3,85,1
cem,3,86,1
cem,3,87,1
cem,3,88,1
cem,3,89,1
cem,3,90,1
cem,3,91,1
cem,3,92,1
cem,3,93,1
cem,3,94,1
cem,3,95,1
cem,3,96,1
cem,3,97,1
cem,3,98,1
cem,3,99,1
cem,3,100,1
cem,3,101,1
cem,3,102,1
cem,3,103,1
cem,3,104,1
cem,3,105,1
cem,3,106,1
cem,3,107,1
cem,3,108,1
cem,3,109,1
cem,3,110,1
cem,3,111,1
cem,3,112,1
cem,3,113,1
cem,3,114,1
cem,3,115,1
cem,3,116,1
cem,3,117,1
cem,3,118,1
cem,3,119,1
cem,3,120,1
cem,3,121,1
cem,3,122,1
cem,3,123,1
cem,3,124,1
cem,3,125,1
cem,3,126,1
cem,3,127,1
cem,3,128,1
cem,3,129,1
cem,3,130,1
cem,3,131,1
cem,3,132,1
cem,3,133,1
cem,3,134,1
cem,3,135,1
cem,3,136,1
cem,3,137,1
cem,3,138,1
cem,3,139,1
cem,3,140,1
cem,3,141,1
cem,3,142,1
cem,3,143,1
cem,3,144,1
cem,3,145,1
cem,3,146,1
cem,3,147,1
cem,3,148,1
cem,3,149,1
cem,3,150,1
cem,3,151,1
cem,3,152,1
cem,3,153,1
cem,3,154,1
cem,3,155,1
cem,3,156,1
cem,3,157,1
cem,3,158,1
cem,3,159,1
cem,3,160,1
cem,3,161,1
cem,3,162,1
cem,3,163,1
cem,3,164,1
cem,3,165,1
cem,3,166,1
cem,3,167,1
cem,3,168,1
cem,3,169,1
cem,3,170,1
cem,3,171,1
cem,3,172,1
cem,3,173,1
cem,3,174,1
cem,3,175,1
cem,3,176,1
cem,3,177,1
cem,3,178,1
cem,3,179,1
cem,3,180,1
cem,3,181,1
cem,3,182,1
cem,3,183,1
cem,3,184,1
cem,3,185,1
cem,3,186,1
cem,3,187,1
cem,3,188,1
cem,3,189,1
cem,3,190,1
cem,3,191,1
cem,3,192,1
cem,3,193,1
cem,3,194,1
cem,3,195,1
cem,3,196,1
cem,3,197,1
cem,3,198,1
cem,3,199,1
igo-cs,3,0,0
igo-cs,3,1,0
igo-cs,3,2,0
igo-cs,3,3,0
igo-cs,3,4,0
igo-cs,3,5,0
igo-cs,3,6,0
igo-cs,3,7,0
igo-cs,3,8,0
igo-cs,3,9,0
igo-cs,3,10,0
igo-cs,3,11,0
igo-cs,3,12,0
igo-cs,3,13,0
igo-cs,3,14,0
igo-cs,3,15,0
igo-cs,3,16,0
igo-cs,3,17,0
igo-cs,3,18,0
igo-cs,3,19,0
igo-cs,3,20,0
igo-cs,3,21,0
igo-cs,3,22,0
igo-cs,3,23,0
igo-cs,3,24,0
igo-cs,3,25,0
igo-cs,3,26,0
igo-cs,3,27,0
igo-cs,3,28,0
igo-cs,3,29,0
igo-cs,3,30,0
igo-cs,3,31,0
igo-cs,3,32,0
igo-cs,3,33,0
